id,accessibility_recordid,accessibility,accessibility_details
1,,,,
531,1103,1103,,
532,1104,1104,,
533,1105,1105,,
534,1106,1106,,
535,1108,1108,,
536,1112,1112,,
537,1113,1113,"Handicap accessible",
538,1118,1118,,
539,1119,1119,,
540,1121,1121,,
541,1124,1124,,
542,1125,1125,,
543,1126,1126,,
544,1127,1127,,
545,1129,1129,,
546,1130,1130,"Handicap accessible",
547,1131,1131,,
548,1135,1135,,
549,1157,1157,,
550,1158,1158,,
551,1159,1159,"Handicap accessible",
552,1160,1160,"Handicap accessible",
553,1163,1163,"Handicap accessible",
554,1164,1164,"Handicap accessible",
555,1165,1165,"Handicap accessible",
556,1166,1166,"Handicap accessible",
557,1167,1167,,
558,1168,1168,,
559,1183,1183,"Handicap accessible",
560,1187,1187,,
561,1191,1191,,
562,1192,1192,,
563,1194,1194,,
564,1206,1206,"Handicap accessible",
565,1208,1208,"Handicap accessible",
566,1210,1210,,
567,1213,1213,,
568,1214,1214,,
569,1216,1216,"Handicap accessible",
570,1219,1219,,
571,1220,1220,"Handicap accessible",
572,1221,1221,,
573,1222,1222,"Handicap accessible",
574,1223,1223,"Handicap accessible",
575,1225,1225,,
576,1226,1226,"Handicap accessible",
577,1227,1227,"Handicap accessible",
578,1228,1228,"Handicap accessible",
579,1230,1230,"Handicap accessible",
580,1232,1232,"Handicap accessible",
581,1233,1233,,
582,1234,1234,,
583,1237,1237,"Handicap accessible",
584,1241,1241,,
585,1242,1242,,
586,1243,1243,,
587,1245,1245,,
588,1246,1246,,
589,1247,1247,,
590,1249,1249,"Handicap accessible",
591,1251,1251,"Handicap accessible",
592,1252,1252,,
593,1253,1253,,
594,1254,1254,"Handicap accessible",
595,1255,1255,,
596,1256,1256,,
597,1259,1259,,
598,1260,1260,,
599,1272,1272,,
600,1273,1273,,
601,1274,1274,"Handicap accessible",
602,1276,1276,,
603,1278,1278,,
604,1280,1280,,
605,1289,1289,,
606,1290,1290,,
607,1291,1291,,
608,1292,1292,,
609,1295,1295,,
610,1296,1296,,
611,1297,1297,,
612,1298,1298,,
613,1299,1299,,
614,1301,1301,"Handicap accessible",
615,1306,1306,,
616,1308,1308,,
617,1309,1309,,
618,1310,1310,"Handicap accessible",
619,1311,1311,"Handicap accessible",
620,1312,1312,"Handicap accessible",
621,1313,1313,"Handicap accessible",
622,1316,1316,"Handicap accessible",
623,1317,1317,"Handicap accessible",
624,1318,1318,"Handicap accessible",
625,1319,1319,"Handicap accessible",
626,1322,1322,"Handicap accessible",
627,1323,1323,"Handicap accessible",
628,1326,1326,,
629,1333,1333,"Handicap accessible",
630,1334,1334,,
631,1335,1335,"Handicap accessible",
632,1336,1336,,
633,1337,1337,"Handicap accessible",
634,1338,1338,"Handicap accessible",
635,1339,1339,"Handicap accessible",
636,1342,1342,"Handicap accessible",
637,1343,1343,,
638,1344,1344,,
639,1348,1348,,
640,1349,1349,,
641,1351,1351,,
642,1352,1352,,
643,1353,1353,,
644,1355,1355,,
645,1356,1356,,
646,1357,1357,,
647,1358,1358,,
648,1359,1359,,
649,1360,1360,,
650,1361,1361,,
651,1362,1362,,
652,1365,1365,"Handicap accessible",
653,1367,1367,"Handicap accessible",
654,1368,1368,,
655,1372,1372,,
656,1373,1373,,
657,1375,1375,,
658,1376,1376,"Handicap accessible",
659,1378,1378,"Handicap accessible",
660,1379,1379,,
661,1380,1380,,
662,1381,1381,,
663,1384,1384,,
664,1385,1385,,
665,1391,1391,,
666,1392,1392,,
667,1393,1393,"Handicap accessible",
668,1394,1394,,
669,1401,1401,"Handicap accessible",
670,1402,1402,,
671,1405,1405,,
672,1407,1407,,
673,1415,1415,,
674,1428,1428,,
675,1430,1430,,
676,1431,1431,,
677,1432,1432,,
678,1437,1437,,
679,1438,1438,,
680,1439,1439,,
681,1440,1440,,
682,1441,1441,,
683,1442,1442,,
684,1445,1445,,
685,1447,1447,,
686,1449,1449,,
687,1450,1450,,
688,1451,1451,,
689,1456,1456,,
690,1457,1457,,
691,1460,1460,,
692,1461,1461,,
693,1462,1462,,
694,1463,1463,,
695,1465,1465,,
696,1468,1468,"Handicap accessible",
697,1469,1469,"Handicap accessible",
698,1470,1470,"Handicap accessible",
699,1471,1471,,
700,1472,1472,"Handicap accessible",
701,1473,1473,,
702,1474,1474,,
703,1476,1476,,
704,1477,1477,,
705,1479,1479,,
706,1483,1483,,
707,1484,1484,,
708,1492,1492,"Handicap accessible",
709,1493,1493,,
710,1495,1495,"Handicap accessible",
711,1496,1496,,
712,1500,1500,,
713,1503,1503,,
714,1506,1506,,
715,1507,1507,,
716,1509,1509,,
717,1510,1510,,
718,1511,1511,,
719,1512,1512,,
720,1514,1514,,
721,1516,1516,,
722,1517,1517,,
723,1518,1518,,
724,1520,1520,,
725,1521,1521,,
726,1522,1522,,
727,1524,1524,,
728,1526,1526,,
729,1527,1527,,
730,1528,1528,,
731,1529,1529,,
732,1532,1532,,
733,1533,1533,,
734,1534,1534,"Handicap accessible",
735,1538,1538,,
736,1539,1539,,
737,1540,1540,,
738,1541,1541,,
739,1543,1543,,
740,1545,1545,,
741,1546,1546,,
742,1547,1547,,
743,1548,1548,,
744,1550,1550,,
745,1551,1551,,
746,1552,1552,,
747,1555,1555,,
748,1556,1556,,
749,1557,1557,,
750,1558,1558,,
751,1559,1559,,
752,1561,1561,,
753,1562,1562,,
754,1571,1571,,
755,1588,1588,"Handicap accessible",
756,1590,1590,"Handicap accessible",
757,1591,1591,"Handicap accessible",
758,1592,1592,"Handicap accessible",
759,1593,1593,"Handicap accessible",
760,1594,1594,"Handicap accessible",
761,1595,1595,"Handicap accessible",
762,1596,1596,"Handicap accessible",
763,1599,1599,,
764,1600,1600,,
765,1603,1603,,
766,1605,1605,"Handicap accessible",
767,1607,1607,,
768,1608,1608,,
769,1609,1609,"Handicap accessible",
770,1613,1613,,
771,1650,1650,,
772,1652,1652,,
773,1654,1654,,
774,1656,1656,"Handicap accessible",
775,1657,1657,,
776,1658,1658,"Handicap accessible",
777,1659,1659,,
778,1660,1660,,
779,1666,1666,"Handicap accessible",
780,1668,1668,"Handicap accessible",
781,1669,1669,,
782,1670,1670,"Handicap accessible",
783,1673,1673,"Handicap accessible",
784,1674,1674,"Handicap accessible",
785,1675,1675,"Handicap accessible",
786,1677,1677,"Handicap accessible",
787,1678,1678,"Handicap accessible",
788,1679,1679,"Handicap accessible",
789,1681,1681,"Handicap accessible",
790,1682,1682,"Handicap accessible",
791,1684,1684,,
792,1689,1689,,
793,1694,1694,,
794,1712,1712,,
795,1713,1713,,
796,1715,1715,"Handicap accessible",
797,1719,1719,,
798,1720,1720,,
799,1730,1730,,
800,1731,1731,,
801,1732,1732,,
802,1733,1733,,
803,1736,1736,,
804,1737,1737,,
805,1740,1740,,
806,1742,1742,,
807,1743,1743,,
808,1745,1745,,
809,1746,1746,,
810,1747,1747,,
811,1753,1753,"Handicap accessible",
812,1755,1755,,
813,1756,1756,,
814,1762,1762,,
815,1763,1763,"Handicap accessible",
816,1764,1764,,
817,1765,1765,,
818,1766,1766,,
819,1767,1767,,
820,1768,1768,"Handicap accessible",
821,1769,1769,,
822,1770,1770,,
823,1771,1771,,
824,1772,1772,,
825,1773,1773,,
826,1774,1774,,
827,1775,1775,,
828,1776,1776,,
829,1778,1778,,
830,1779,1779,,
831,1780,1780,,
832,1781,1781,,
833,1782,1782,,
834,1783,1783,,
835,1784,1784,,
836,1785,1785,,
837,1786,1786,,
838,1787,1787,,
839,1788,1788,,
840,1789,1789,,
841,1790,1790,,
842,1791,1791,,
843,1792,1792,,
844,1793,1793,,
845,1795,1795,,
846,1796,1796,,
847,1797,1797,,
848,1798,1798,,
849,1799,1799,,
850,1800,1800,,
851,1801,1801,,
852,1802,1802,,
853,1803,1803,,
854,1804,1804,,
855,1805,1805,,
856,1806,1806,,
857,1807,1807,,
858,1812,1812,,
859,1815,1815,,
860,1816,1816,,
861,1817,1817,,
862,1818,1818,,
863,1820,1820,,
864,1822,1822,"Handicap accessible",
865,1823,1823,"Handicap accessible",
866,1824,1824,"Handicap accessible",
867,1826,1826,,
868,1827,1827,"Handicap accessible",
869,1829,1829,"Handicap accessible",
870,1830,1830,"Handicap accessible",
871,1831,1831,"Handicap accessible",
872,1834,1834,"Handicap accessible",
873,1836,1836,,
874,1839,1839,"Handicap accessible",
875,1842,1842,"Handicap accessible",
876,1844,1844,"Handicap accessible",
877,1845,1845,"Handicap accessible",
878,1852,1852,"Handicap accessible",
879,1854,1854,"Handicap accessible",
880,1855,1855,,
881,1856,1856,,
882,1857,1857,,
883,1858,1858,,
884,1859,1859,,
885,1860,1860,"Handicap accessible",
886,1864,1864,,
887,1865,1865,,
888,1867,1867,,
889,1868,1868,"Handicap accessible",
890,1869,1869,"Handicap accessible",
891,1883,1883,,
892,1885,1885,,
893,1887,1887,,
894,1888,1888,"Handicap accessible",
895,1889,1889,"Handicap accessible",
896,1890,1890,,
897,1892,1892,"Handicap accessible",
898,1893,1893,"Handicap accessible",
899,1896,1896,"Handicap accessible",
900,1897,1897,,
901,1903,1903,,
902,1904,1904,,
903,1971,1971,"Handicap accessible",
904,1973,1973,"Handicap accessible",
905,1979,1979,"Handicap accessible",
906,1982,1982,"Handicap accessible",
907,1983,1983,"Handicap accessible",
908,1984,1984,,
909,1985,1985,,
910,1990,1990,"Handicap accessible",
911,1991,1991,"Handicap accessible",
912,1996,1996,"Handicap accessible",
913,1998,1998,"Handicap accessible",
914,1999,1999,"Handicap accessible",
915,2016,2016,"Handicap accessible",
916,2017,2017,"Handicap accessible",
917,2018,2018,"Handicap accessible",
918,2020,2020,"Handicap accessible",
919,2021,2021,"Handicap accessible",
920,2022,2022,"Handicap accessible",
921,2027,2027,"Handicap accessible",
922,2028,2028,,
923,2029,2029,"Handicap accessible",
924,2032,2032,,
925,2033,2033,,
926,2034,2034,,
927,2035,2035,,
928,2040,2040,,
929,2041,2041,,
930,2050,2050,,
931,2051,2051,,
932,2053,2053,,
933,2054,2054,,
934,2055,2055,"Handicap accessible",
935,2056,2056,,
936,2057,2057,,
937,2059,2059,"Handicap accessible",
938,2060,2060,,
939,2061,2061,"Handicap accessible",
940,2062,2062,"Handicap accessible",
941,2069,2069,,
942,2071,2071,,
943,2072,2072,,
944,2073,2073,,
945,2074,2074,,
946,2075,2075,,
947,2076,2076,,
948,2077,2077,,
949,2078,2078,,
950,2081,2081,,
951,2083,2083,,
952,2084,2084,,
953,2090,2090,,
954,2097,2097,"Handicap accessible",
955,2099,2099,"Handicap accessible",
956,2100,2100,"Handicap accessible",
957,2103,2103,"Handicap accessible",
958,2105,2105,,
959,2106,2106,"Handicap accessible",
960,2107,2107,"Handicap accessible",
961,2108,2108,,
962,2109,2109,"Handicap accessible",
963,2116,2116,,
964,2125,2125,,
965,2127,2127,,
966,2128,2128,,
967,2130,2130,,
968,2132,2132,,
969,2134,2134,,
970,2144,2144,,
971,2145,2145,"Handicap accessible",
972,2147,2147,"Handicap accessible",
973,2152,2152,,
974,2153,2153,,
975,2154,2154,,
976,2155,2155,,
977,2156,2156,,
978,2158,2158,"Handicap accessible",
979,2168,2168,,
980,2170,2170,,
981,2171,2171,,
982,2175,2175,,
983,2177,2177,,
984,2178,2178,"Handicap accessible",
985,2179,2179,"Handicap accessible",
986,2181,2181,,
987,2182,2182,,
988,2183,2183,,
989,2185,2185,,
990,2186,2186,,
991,2187,2187,,
992,2189,2189,"Handicap accessible",
993,2191,2191,,
994,2192,2192,,
995,2193,2193,,
996,2194,2194,,
997,2196,2196,,
998,2197,2197,,
999,2198,2198,"Handicap accessible",
1000,2205,2205,,
1001,2207,2207,,
1002,2208,2208,,
1003,2209,2209,"Handicap accessible",
1004,2211,2211,"Handicap accessible",
1005,2212,2212,"Handicap accessible",
1006,2220,2220,,
1007,2222,2222,"Handicap accessible",
1008,2227,2227,,
1009,2229,2229,"Handicap accessible",
1010,2230,2230,"Handicap accessible",
1011,2234,2234,,
1012,2236,2236,"Handicap accessible",
1013,2239,2239,,
1014,2241,2241,"Handicap accessible",
1015,2244,2244,"Handicap accessible",
1016,2254,2254,"Handicap accessible",
1017,2255,2255,"Handicap accessible",
1018,2256,2256,"Handicap accessible",
1019,2257,2257,"Handicap accessible",
1020,2258,2258,,
1021,2260,2260,,
1022,2261,2261,,
1023,2264,2264,,
1024,2265,2265,,
1025,2267,2267,,
1026,2270,2270,,
1027,2271,2271,,
1028,2290,2290,,
1029,2291,2291,"Handicap accessible",
1030,2292,2292,"Handicap accessible",
1031,2293,2293,,
1032,2294,2294,,
1033,2295,2295,,
1034,2296,2296,,
1035,2297,2297,"Handicap accessible",
1036,2304,2304,"Handicap accessible",
1037,2306,2306,,
1038,2307,2307,"Handicap accessible",
1039,2317,2317,"Handicap accessible",
1040,2320,2320,,
1041,2326,2326,"Handicap accessible",
1042,2329,2329,"Handicap accessible",
1043,2330,2330,"Handicap accessible",
1044,2335,2335,"Handicap accessible",
1045,2340,2340,,
1046,2341,2341,"Handicap accessible",
1047,2344,2344,"Handicap accessible",
1048,2350,2350,"Handicap accessible",
1049,2351,2351,"Handicap accessible",
1050,2352,2352,"Handicap accessible",
1051,2359,2359,,
1052,2361,2361,,
1053,2363,2363,"Handicap accessible",
1054,2382,2382,,
1055,2388,2388,"Handicap accessible",
1056,2390,2390,,
1057,2398,2398,"Handicap accessible",
1058,2402,2402,"Handicap accessible",
1059,2403,2403,"Handicap accessible",
1060,2407,2407,"Handicap accessible",
1061,2408,2408,,
1062,2409,2409,,
1063,2410,2410,,
1064,2412,2412,"Handicap accessible",
1065,2413,2413,,
1066,2416,2416,"Handicap accessible",
1067,2419,2419,,
1068,2422,2422,,
1069,2424,2424,,
1070,2425,2425,"Handicap accessible",
1071,2428,2428,,
1072,2431,2431,"Handicap accessible",
1073,2436,2436,"Handicap accessible",
1074,2440,2440,"Handicap accessible",
1075,2445,2445,"Handicap accessible",
1076,2450,2450,"Handicap accessible",
1077,2451,2451,"Handicap accessible",
1078,2452,2452,"Handicap accessible",
1079,2453,2453,"Handicap accessible",
1080,2454,2454,"Handicap accessible",
1081,2458,2458,"Handicap accessible",
1082,2459,2459,"Handicap accessible",
1083,2461,2461,,
1084,2475,2475,"Handicap accessible",
1085,2483,2483,,
1086,2487,2487,,
1087,2488,2488,,
1088,2489,2489,"Handicap accessible",
1089,2491,2491,,
1090,2492,2492,,
1091,2494,2494,,
1092,2495,2495,"Handicap accessible",
1093,2496,2496,"Handicap accessible",
1094,2497,2497,"Handicap accessible",
1095,2498,2498,"Handicap accessible",
1096,2500,2500,,
1097,2503,2503,,
1098,2505,2505,,
1099,2506,2506,,
1100,2507,2507,,
1101,2508,2508,,
1102,2514,2514,,
1103,2515,2515,,
1104,2519,2519,"Handicap accessible",
1105,2522,2522,"Handicap accessible",
1106,2523,2523,"Handicap accessible",
1107,2524,2524,"Handicap accessible",
1108,2525,2525,"Handicap accessible",
1109,2531,2531,"Handicap accessible",
1110,2532,2532,"Handicap accessible",
1111,2533,2533,"Handicap accessible",
1112,2534,2534,"Handicap accessible",
1113,2535,2535,"Handicap accessible",
1114,2536,2536,"Handicap accessible",
1115,2537,2537,"Handicap accessible",
1116,2538,2538,"Handicap accessible",
1117,2539,2539,"Handicap accessible",
1118,2541,2541,,
1119,2546,2546,,
1120,2548,2548,"Handicap accessible",
1121,2549,2549,,
1122,2550,2550,,
1123,2552,2552,,
1124,2553,2553,,
1125,2555,2555,,
1126,2556,2556,,
1127,2558,2558,,
